text	label	clean_text
people should stop humiliate others. a 17 years old child who dream to be an idol can achieve her own dreams but people declined it. we don't have any privilege to manage other people's life. many people didn't like her cause she has so many fame. #Mentalhealth	1	people stop humiliate others 17 year old child dream idol achieve dream people declined privilege manage people life many people like cause many fame
"People  quitting their #Jobs and complaining about being broke. 
#mentalhealth #mentalhealthmatters"	1	people quitting complaining broke
"""Often to cure is to mutilate."" Simone de Beauvoir
.
.
.
.
.
.
.
#Mentalhealth #MentalHealthMatters #MentalHealthAwareness #foodfortheself #nourishmentoftheselfjourney #emotions #feelings #selfcare #Selfesteem #feelings #healingjourney #heal"	1	often cure mutilate simone de beauvoir
"Daily results:

•cup of tea &amp; prayer on front porch✅
•house chores✅
•family time✅
•KDP work✅
•research new workout routines✅

Going to be a long week, but I’m feeling ready! 😎

#PositiveVibesOnly #Mentalhealth #NeverGiveUp #WorkFromHome #Growth #GrowthMindset #home"	1	daily result cup tea prayer front porch house chore family time kdp work research new workout routine going long week feeling ready
"Your mental health influences how you think, feel, and behave in daily life. It also affects your ability to cope with stress, overcome challenges, build relationships, and recover from life’s setbacks and hardships
#MentalHealth"	1	mental health influence think feel behave daily life also affect ability cope stress overcome challenge build relationship recover life setback hardship
"Ever since the world begun the mask movement, it’s been harder and harder to hide my sadness. Before I could mask it with a smile, mostly people thought I was tired… but now, they see the sadness, dull and yet so pungent in its sorrow. 
#Mentalhealth #depresión"	1	ever since world begun mask movement harder harder hide sadness could mask smile mostly people thought tired see sadness dull yet pungent sorrow n
Hope everyone had a great weekend! Ready to get this week started and be closer to Halloween weekend. #halloween #lgbt #Mentalhealth #twitch #Streamer	1	hope everyone great weekend ready get week started closer halloween weekend
STOP gender-based violence towards the refugees in Libya @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth	1	stop gender based violence towards refugee libya dc inter
"I would very much like to factory reset my brain.
#mondaythoughts 
#mentalhealth"	1	would much like factory reset brain
#mentalhealth The older I get the more I see how people with addictions are so quick to call everyone else without one crazy and invasive, when their own destructive habits hurt themselves and those that truly loved them.. the lonely death..	1	older get see people addiction quick call everyone else without one crazy invasive destructive habit hurt truly loved lonely death
It sounds like my upstairs neighbors WAITED until 10pm to start POUNDING AROUND like they're rearranging their apt.  (when we're supposed to NOT make noise) #Bullying #stalkers #MentalHealth #MentalHealthAwareness #MentalHealthMatters	1	sound like upstairs neighbor waited 10pm start pounding around like rearranging apt supposed make noise
"I make sure to take 20-30 minutes a day listen to some.soothing classical music to reset my self to reality again .

#mentalhealth"	1	make sure take 20 30 minute day listen soothing classical music reset self reality
How do you teach an inward focused borderline personality to love themselves, so they can start to believe others love them? Or outward, for that matter? #mentalhealth	1	teach inward focused borderline personality love start believe others love outward matter
"Taking some time away from Social Media for a reset. My mind and spirit need it. Chance to prioritize self-care and mental health. For some it can be finding quiet moments. No matter how you spend your time and life.
#mentalhealth #selfcare #breakfromsocialmedia #toxicfriends"	1	taking time away social medium reset mind spirit need chance prioritize self care mental health finding quiet moment matter spend time life
"""How people remember us, perceive us, and view us is their perceptions, it's not our legacy. 
Living a life based on how others will speak about you after you're gone is a life unexamined.
Live a life worthy of your approval.""
#mentalhealth #Motivation #inspiration #authenticity"	1	people remember u perceive u view u perception legacy living life based others speak gone life unexamined live life worthy approval
"Tomorrow will be a mental health Monday for me. No social media, no work, nothing but focusing on my brain! Might go on a hike or to the beach, just get away!
Have a great day everyone! #mentalhealth #exhausted #Grind #Focus #Goals #struggle"	1	tomorrow mental health monday social medium work nothing focusing brain might go hike beach get away great day everyone
We must fight our demons to bring out the angel in us ♡ #100daysofmentalhealth #Mentalhealth	1	must fight demon bring angel u
"#Intimate conversations,
small talk over wine
reflecting on my sober delusions,
I'm unhinged most times.
I collect my thoughts,
yet spend my life savings.
Once broke bank,
husband intervened,
I avoided meds
mania didn't mean a thing—
til we came unhinged...
#vss365
#mentalhealth"	1	conversation small talk wine reflecting sober delusion unhinged time collect thought yet spend life saving broke bank husband intervened avoided med mania mean thing til came unhinged
"The secret to being punctual,
is to do things in advance with time to spare.

-A Great Mentor's Word
#coding #reactjs #CodeNewbie #javascript #php  #DEVCommunity #python #AI #ML #gamedevs #IndieDevs #MentalHealth #coaching #MentorsWORD"	1	secret punctual thing advance time spare great mentor word
"7pm, October 25, 2021 ‘Diabetes in Aged Care and Mental Health’ is the final night of Diabesity Masterclass 2021 Series. Register for all the recordings and slides on the myINTERACT App, and previous Masterclass Series.
#myINTERACT 
#diabetes
#Mentalhealth
#MentalHealthMatters"	1	7pm october 25 2021 diabetes aged care mental health final night diabesity masterclass 2021 series register recording slide myinteract app previous masterclass series
cant sleep so its the bois and no mans sky #mentalhealth #Grinding #nosleep	1	cant sleep bois man sky
"“Faith is a place of mystery, where we find the courage to believe in what we cannot see and the strength to let go of our fear of uncertainty.” - Brené Brown

💡✨

#MentalHealthAwareness #mentalhealth #quotes #quotesoftheday #motivationalquotes #motivation #MentalHealthMatters"	1	faith place mystery find courage believe see strength let go fear uncertainty bren brown
"How to look after your mental health

1. Talk about your feelings
2. Eat well
3. Keep Active 
4. Keep in touch
5. Do something you’re good at
6. Accept who you are
7. Care for others
#Mentalhealth #WMHmyK #MentalHealthMatters"	1	look mental health 1 talk feeling 2 eat well 3 keep active 4 keep touch 5 something good 6 accept 7 care others
Today is a new day , a fresh start … let it be a fulfilling, passionate and positive one 🙏 happy Monday people #S4F #supportforfathers #mensmentalhealth #mentalhealth #MensLivesMatter #F4J	1	today new day fresh start let fulfilling passionate positive one happy monday people
I was in a very stressful situation today for 8 hours. It’s been 4 hours since it ended but I now reacting emotionally and I can’t control #bipolardisorder #mentalhealth	1	stressful situation today 8 hour 4 hour since ended reacting emotionally control
"Keep a positive attitude as you learn to adapt and cope with changes in your life. A healthy mind keeps you young at heart and reduces your risk for various diseases.
#kdmch #mathura #stayfit #Fitness #healthcare #health #hospital #KDMedicalCollege #KDHospital #Mentalhealth"	1	keep positive attitude learn adapt cope change life healthy mind keep young heart reduces risk various disease
